user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Ningxia Night Market,"Taipei City, Taiwan","Ningxia Night Market has THE most authentic Taiwanese food in Taipei. Others are great but Ningxia is No.1.

DM to book a free walking tour.",2018-07-30 12:17:02,180,132,736,False,2020-08-17 04:31:45,"Laos Reports Taiwan Returnee With COVID-19 As Undocumented Travel Hurts Fight Against Virus
#Laos #Vietnam #Taiwan… https://t.co/xoVutxScyu","['Laos', 'Vietnam', 'Taiwan']",Twitter for Android,False
M RAVEL,MILTON KEYNES,"Retired Kopite
#YNWA #LFC #MK",2013-03-17 10:41:09,401,2464,5819,False,2020-07-26 06:30:34,We're still in a midst of a global pandemic yet people feel the need to book a holiday then feel betrayed when self… https://t.co/aI0x7sTJ4i,,Twitter for Android,False
1901 Group,,"Providing innovative #IT solutions for tomorrow’s challenges, today | #FedRAMP #Cloud #ManagedServices #CyberSecurity",2014-03-06 19:55:55,774,2219,944,False,2020-07-31 18:37:19,@CIOApplications: @1901Group CEO Delivers a Speech about Powering through #COVID19 at the Baird 2020 Virtual Privat… https://t.co/J3k3ZckYH2,['COVID19'],Twitter Web App,False
WION,India,#WION: World Is One | Welcome to India’s first global news network. We present global stories with an Indian perspective. | https://t.co/V3tpBavoXE,2016-03-21 03:44:54,234320,91,7572,True,2020-07-27 05:10:00,"This is the fifth consecutive day when #COVID19 cases have increased by more than 45,000
https://t.co/DzGTOshtdy",['COVID19'],TweetDeck,False
North Solihull Additional Needs Support Group,"Solihull, England","Support Group to empower parents with SEN kids/adults.The group is run by SEN parent volunteers,We hold coffee mornings workshops &courses (page run by founder)",2019-01-09 17:23:36,635,842,2553,False,2020-08-12 08:33:39,"Thank you CWSC for your kind donation, cards made  &amp; landyards bagged up to help the #solihull families we support.… https://t.co/FHi2MFu82H",['solihull'],Twitter for iPhone,False
League of California Community Foundations,California,"Founded in 1994, LCCF builds and strengthens California’s communities through collaboration and learning among California community foundations.",2017-08-24 16:51:31,177,275,739,False,2020-07-29 16:10:24,"In times of emergency, #CommunityFoundations are uniquely positioned to put their philanthropic leadership and cros… https://t.co/PCtitRlX06",['CommunityFoundations'],Hootsuite Inc.,False
Edmundo Mendiola,United States,As I see it...,2009-02-07 18:12:48,119,248,116,False,2020-08-02 21:20:28,August 2020 starts with this #COVID19 stats 😭💪🙏😷 https://t.co/EhrJ2YDQAh,['COVID19'],Twitter Web App,False
HuMaree Group,,"We, HûMaree™, are their third generation brand under Vegetal Wellness with a plethora of products that give you the confidence to face the infected world!",2020-07-08 12:57:35,4,0,0,False,2020-08-11 09:50:57,"Harmful chemicals, bacteria, virus, germs sabka ek hi tod, HûMaree™ FruSûre™. Get yours now. Visit… https://t.co/ImgfuWMAMJ",,Twitter Web App,False
e.Stream Networks,"Victoria Island, Lagos.",Our tweets go beyond limits to create a seamless connectivity platform for your business. Choose us.,2013-01-16 12:47:05,706,313,455,False,2020-08-13 09:00:24,Keep in touch and reach out as often as you can with family and friends using our affordable high-speed internet.… https://t.co/nkpMR1Ugez,,Hootsuite Inc.,False
Novel Coronavirus - Covid19,,"Global Coronavirus news from journals, media, experts and researchers. Updated often. Human curated by Dave Roberts",2020-01-06 17:09:38,44411,36,6,False,2020-08-07 13:04:50,Estrogen and #COVID19 symptoms: associations in women from the COVID Symptom Study - https://t.co/JdoAL95aeT,['COVID19'],Flamingo for Android,False
YS2,"New Delhi, India",Chief Editor Of Yuva Swapan Yuva Soch (https://t.co/J1mR1CGvRt),2016-07-16 11:28:48,2245,359,769,False,2020-08-08 12:03:41,"We all are a part of a campaign now, 'Gandagi, Bharat Chorho'. I am glad that all of us, including the children pre… https://t.co/9Sip2F2wsE",,Twitter for Android,False
Anndy Lian #Blockchain #Crypto #ABC 💛💛💛,Singapore,Inter-Governmental #Blockchain Advisor | Investor | Book Author | Speaker | Int’l Affairs. #Singapore #BTC #BNB #ETH #TRX #LTC #EOS. Coins must coexist.,2011-03-30 04:40:36,4506,221,37429,False,2020-07-26 03:14:52,"Planes grounded and parked for months, will that pose more risk when countries open up? What are the airline operat… https://t.co/dDZNCcfFXz",,Twitter Web App,False
Your jewelry and accessories plug🔌🔌🔌,"Lagos, Nigeria",Bsc Mass Communication👩‍🎓 Realist👩,2017-08-25 11:24:41,193,217,897,False,2020-08-18 18:19:32,Please who want to buy MTN airtime 😭😭😭 #schoolsreopening #AllVotesForLaycon #TuesdayMotivation #COVID19… https://t.co/pAzs0UUwlb,"['schoolsreopening', 'AllVotesForLaycon', 'TuesdayMotivation', 'COVID19']",Twitter for iPhone,False
Queen E.,Under G Corporate Headquarters,"My parents met, and 9months later: Similac!",2010-06-19 04:40:44,216,182,479,False,2020-07-27 06:38:55,Finished day 2 of my 4 days in a row of 12hr long shifts.  In bed now and can’t sleep cause I’m already having anxi… https://t.co/aExSinep27,,Twitter Web App,False
lazy_lera,,"lost on the planet Earth, trying to fine the exit",2020-07-24 12:18:10,0,9,3,False,2020-08-14 02:39:04,rainbow in a rainbow town #rainbow #gay #provincetown #summer2020 #COVID19 https://t.co/GnDPjaoBNh,"['rainbow', 'gay', 'provincetown', 'summer2020', 'COVID19']",Twitter for iPhone,False
Julie,,"Albion fan - Brummie lower. Married to @pennwba Mom of @joelwba, @samantha_penn and Michelle Penn.",2011-12-02 22:31:50,669,766,695,False,2020-07-25 07:20:43,Compared to what many have been through it may not seem a big deal but I really wish we could have been celebrating… https://t.co/cYhaoHGrVs,,Twitter for iPhone,False
Amit Supe,"Mumbai, India",Business Advisory @EYNews | Ex-Capgemini | IIML + VJTI Alum | Supply Chain Expert | Technology Consulting |Digital Manufacturing | Transformation,2015-01-25 12:26:14,1821,2011,453,False,2020-08-16 08:37:22,"#COVID19  - when the vaccine wil be ready and how will it impact the world ?? 

The Economist highlights some of th… https://t.co/dayUlPmtZL",['COVID19'],LinkedIn,False
Angela Mudge | Black Lives Matter,,"WEAR A FUCKNG MASK. 

This is my ""real life"" Twitter...opinions are simply that. Retweets ≠ endorsement.",2012-09-08 02:45:20,67,136,3160,False,2020-07-31 17:58:59,"Listen up, Canadians! The #ContactTracing app is now available from ⁦@GovCanHealth⁩ . Download it. Use it. And wear… https://t.co/scQaCmAGuA",['ContactTracing'],Twitter for iPhone,False
Daryll W Hinton,Raleigh NC,A former Republican who’s line in the sand was “bone spurs” mocking the disabled ...✊🏾🤓,2009-06-07 21:17:41,822,2854,3435,False,2020-07-30 20:17:42,@IngrahamAngle Well just keep mocking this pandemic as a hoax and telling your folks that masks don’t do anything .… https://t.co/t7y7DqdBqR,,Twitter for iPhone,False
Winston Ward,London,"Chartered Accountant, Entrepreneur, Amateur Photographer, Karate-Kickboxer ECKA 2nd Dan Black Belt, Martial Artist, Runner,  Fitness Fanatic & Spurs fan",2009-10-15 08:54:35,58,301,366,False,2020-08-13 06:41:50,@foodologistgirl @Skumfuxx @PeeOnAStickFRK @supportallred @MackayIM Heard on the radio that Auckland is up to seven… https://t.co/nIBR5nuZRX,,Twitter for iPhone,False
mahak gulati,,Banker,2016-01-23 15:54:40,6,11,20,False,2020-07-25 07:34:30,"Wishing for the speedy recovery of our cm #shivrajrajsingh .
Hope u have now  understood corona virus is not just a… https://t.co/P5GVG4AzZQ",['shivrajrajsingh'],Twitter for Android,False
Joshua Denson MD,"New Orleans, LA","Pulmonary/Crit Care @TulanePCCM Interests: ICU Healthcare Delivery, #PtSafety, #MedEd, #Handoffs, #COVID19. @nyulangone @BellevueHosp @CU_PSCCM alum",2012-01-15 17:40:30,616,641,4424,False,2020-07-27 04:04:37,"Great thread on #COVID19. I pretty much agree with every recommendation. Anyone who can read can understand. 

It j… https://t.co/9Lod3POs85",['COVID19'],Twitter for iPhone,False
GP,,,2011-07-27 01:47:50,198,5000,393,False,2020-07-24 23:49:39,"#USA #NewYork #CoronaVirus #COVID19 #CoronavirusPandemic 
President #XiJingping  and Andrew Cuomo
@andrewcuomo

Wuh… https://t.co/BZZF556nHg","['USA', 'NewYork', 'CoronaVirus', 'COVID19', 'CoronavirusPandemic', 'XiJingping']",Twitter Web App,False
Chris Gough,,,2012-06-03 21:36:18,66,257,3327,False,2020-08-11 09:18:44,Fantastic news and delighted to have been able to help support this #Newport #mentalhealth #homelessness #Wales… https://t.co/k6QAiUm6gq,"['Newport', 'mentalhealth', 'homelessness', 'Wales']",Twitter Web App,False
Phteven with a pee haitch,Central West NSW ,Losing my mind one Tweet at a time,2019-09-23 00:50:58,1080,1416,22896,False,2020-08-02 21:07:27,@V1NN0F @Matthew58489786 @Adam_Creighton Do you normally experience death at least once every 225 trips you make to… https://t.co/MVXgnl6jx1,,Twitter for Android,False
National Grid ESO,"Warwick, England","As Great Britain's Electricity System Operator (ESO), we keep the lights on round the clock.",2017-09-27 21:24:39,6852,330,1307,False,2020-08-10 15:10:30,To help manage a network constraint in 🏴󠁧󠁢󠁳󠁣󠁴󠁿 (unrelated to ⬇️ demand for #electricity from #covid19) we have agre… https://t.co/dXwm76vLlo,"['electricity', 'covid19']",Twitter Web App,False
Clean Air for Dulwich,"London, England","Air pollution affects us all, but the young & elderly more. We are a group of local parents volunteering our time to reduce the toxic air in Dulwich. Join us.",2019-07-03 23:19:59,744,468,1302,False,2020-08-09 07:51:29,Another reason why walking &amp; cycling needs to be actively promoted and enabled by safe low traffic routes.… https://t.co/xZOrnTE8IZ,,Twitter for iPhone,False
Janelle Archie,Trinidad & Tobago,"Fun, Likes meeting new people, spontaneous!",2011-04-03 19:48:41,60,111,372,False,2020-08-22 00:38:46,@ShawnLewis44 Imagine that eh! #COVID19 #staysafe #keepyuhasshome,"['COVID19', 'staysafe', 'keepyuhasshome']",Twitter for Android,False
Steve Ⓥ 🌹,Europe,"ex-bartender, vegan, atheist... that’ll get right-wing, psychopath gammons blood boiling. 😁",2014-04-09 17:07:55,297,684,14512,False,2020-08-09 07:53:10,This is how an adult runs a country. #NewZealand #COVID19 https://t.co/jWKqMEwUnI,"['NewZealand', 'COVID19']",Twitter for iPhone,False
kerry Hooper🌹,"Swindon, England","No sympathy for the mugs who vote Tory! deprive the poor to serve the rich! I’m just sitting back & listening to tories broken promises to you all, Fools!",2013-03-09 07:29:16,1135,445,14643,False,2020-08-06 14:49:10,"Boris Johnson, Gavin Williamson &amp; any Tory fucker can shove their #BacktoSchoolPlanning up their arse.

Our kids ar… https://t.co/QxHYr24H52",['BacktoSchoolPlanning'],Twitter for iPhone,False
Matty D,"Lawrence, Kansas",Video production for local business. Call or text (785) 917-1999.,2015-04-29 16:45:46,533,1174,1950,False,2020-08-10 15:34:33,Have you invested in video equipment for your business?  Is raw video now PILING UP on you?  We specialize in video… https://t.co/f2gJuQwycO,,Twitter Web App,False
विनीत रिछारिया,"Bhopal, India",News,2016-07-31 11:34:52,290,1915,1157,False,2020-08-04 07:14:42,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 4 August, 2020, 08:00 AM)

▶️ Confirmed cases: 1,855,745
▶️ Ac… https://t.co/QpyhvjgddB","['CoronaVirusUpdates', 'COVID19']",Twitter for Android,False
HiGenie,"sonipat,haryana",Hi-Genie is a made in India revolution in the health and sanitation space. We are dedicated to providing seamless products which you can rely on.,2020-07-28 07:47:51,0,4,3,False,2020-08-13 10:07:40,"Chasing to enter the new normal requires an aid. Thus, relying on touchless products is a great idea.
Read More :… https://t.co/qcnGTuFnz6",,Twitter Web App,False
PULAK ROY,"Thane, India",,2014-07-05 17:29:34,18,111,5,False,2020-08-16 04:30:05,"Fight off covid-19 &amp; other disease cousing germs by using Bioclean hygiene formula.

Purchase link :… https://t.co/vHZYlSyeiT",,Hootsuite Inc.,False
ICMJOBS,"London, England",ICM Your Recruitment Partner of Choice,2017-06-08 13:33:01,258,1109,827,False,2020-08-13 10:23:13,"It's easy to panic during these strange uncertain times, but it's far wiser to stay calm and keep communicating - a… https://t.co/NVgQVJyjX5",,The Social Jukebox,False
TheTrumpAgitator,,"Shining the light on Trump's fuckery, and sticking it to him as often as possible.",2020-06-19 14:58:49,2,18,161,False,2020-07-30 20:14:34,@realDonaldTrump Will you stay on script today? Bet you don't. #TrumpVirus #AmericaOrTrump #COVID19,"['TrumpVirus', 'AmericaOrTrump', 'COVID19']",Twitter for Android,False
BrookeCTweets,New England,"🎾 fanatic, #1 Delpo fan, serious PC 🏒 fan #GoFriars, sports enthusiast, proud mama of my twin boys and boxer Kayo, & nature lover 🐢.",2009-12-16 22:53:51,641,979,70128,False,2020-08-14 02:34:01,"Whew! Glad we passed on this offer 🙏 #COVID19
https://t.co/rW8qDPyL0x",['COVID19'],Twitter for Android,False
NEWS9,BENGALURU,"NEWS9 brings you fastest news and updates on Politics, Finance, Cinema & Sports and also latest trends on Lifestyle, Tech and Wellness.",2012-07-12 05:31:57,25626,6,85,True,2020-07-28 04:20:30,"#BIGNEWS: #Kerala CM @vijayanpinarayi said, his government has decided not to enforce a complete lockdown in the st… https://t.co/95Ept90QpG","['BIGNEWS', 'Kerala']",Twitter Web App,False
Grid Media Group,,We provide creative and data-driven solutions to connect brands with passionate communities across the web.,2020-07-08 13:03:32,0,25,2,False,2020-08-09 08:21:02,"56% of consumers use their cell phones📱more amid the #COVID19 pandemic, making now an excellent time to start an SM… https://t.co/P2ZJkCBjgW",['COVID19'],Buffer,False
Sandeep Kumar,,,2020-06-25 04:47:36,12,40,73,False,2020-08-09 05:32:49,#Covid19 This pandemic situation has made everyone weak both financially and economically. Everyone can't afford fu… https://t.co/uRqtJxY7gn,['Covid19'],Twitter for Android,False
Doctor.Ebube,Nigeria,"love ceec, @Freddieleonard die hard fan,certified medical and surgical Nigerian Doctor
_Igbo girl
_gynecology student German",2014-05-04 04:56:29,990,286,5457,False,2020-07-28 03:13:35,#bbnaijalockdown2020 Icons are you voting?put more effort to avold shame on Sunday o don't split vote #BBLaycon… https://t.co/tYIBBIWE7f,"['bbnaijalockdown2020', 'BBLaycon']",Twitter for Android,False
Charles,"Memphis, TN",,2012-02-02 21:56:46,442,552,134832,False,2020-07-25 02:12:38,"#CARESAct was a lifeline for the music community, but Congress must fix disparities in the next #COVID19 relief bil… https://t.co/BNTFmrasdZ","['CARESAct', 'COVID19']",Twitter Web App,False
#SurvivingCOVID19,#Ghana,Award Winning Int'l Journo/News Anchor  JoyNews(Ghana) +BBC/CNN (stringer) (Formerly-TV3) email: israellaryea@gmail.com For God & Country,2009-06-28 06:44:32,307141,45,885,True,2020-08-30 07:35:15,"Fellow Ghanaians, #COVID19 Update No. 16 by President Akufo-Addo is at 8pm.

Anticipate an announcement on the reop… https://t.co/EOUisKLe0w",['COVID19'],Twitter for iPhone,False
Bruce Nelson #FBPE 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🔶,"Edinburgh, EU",Higher Education manager. Member of AUA. Fan of Stranraer FC for too many years! Personal views #Independence #RejoinEU,2009-02-18 14:07:03,668,922,4091,False,2020-08-09 06:54:51,"‘Zoom is fine, but it can’t match being back in the office’ #COVID19 #zoom #teams https://t.co/uByOTt6ekr","['COVID19', 'zoom', 'teams']",Twitter for iPad,False
Janindu Arukgoda,"Sydney, New South Wales",A reckless ride in the pouring rain,2010-04-27 04:34:26,347,575,1209,False,2020-08-22 01:30:05,"#COVID19 SL Update 2020-08-22 06:01:05
0 new cases
2941 total cases
65 in hospital
2789 recovered
11 deaths
Source : HPB API",['COVID19'],Janindu's Bot,False
NoleChick,"Springfield, MO","Enjoying life through laughter, food, and football...while teaching my kids, the art of not sucking at life 🤷🏻‍♀️",2012-01-31 01:43:12,414,150,2803,False,2020-08-10 15:48:40,"Why do I start my days two octaves higher, repeating “I’m fine, this is fine, we’re all fine!” #COVID19 https://t.co/DoKOAS5X9y",['COVID19'],Twitter for iPhone,False
FlexiBees,,High-quality flexible talent for businesses via women returning to the work-force,2017-06-02 12:35:35,264,467,108,False,2020-07-28 05:14:50,Like many other businesses we were also impacted by the pandemic. But now that businesses are creaking back to life… https://t.co/VKatWsXE05,,Twitter Web App,False
